Text,Benigne,Cyber Terrorism,Cyber Bullying,Extremism
مش فاهم عليك لانك صاير غير مفهوم,0,0,1,0
مش في محلوا,0,0,1,0
مش من بني ادم انتي من جنس الحيوانات,0,0,1,0
مشان الله حد يعمله هوشه بدنا نعطللنا شوي,0,0,0,1
مشاهد وسخه,0,0,1,0
مشتاقه لك شوق ماحسه الناس شوق يغطي معاليق الروح بضمي ترف دلع لهفه مشاعر واحساس ماابي غيرك ولاغيرك تراه همي,1,0,0,0
مطلوب نصيحه منك لكي نستحضر الخشوع,1,0,0,0
مع مرور والوقت  وزياده الالتزامات والمسؤوليات قد تنسى ما كنت تستمع,1,0,0,0
مع مين بتحكي بتول انشالله مع حالك,0,0,1,0
معايا زميل زميل يلعن المسخره كلهم مايستحون ذووولي,0,0,1,0
معتيه واضح انهم يمثلون,0,0,1,0
معظم اصحاب محطات الوقود وكالات الغاز متنفذين لقد زاد الغني غنى الفقير فقر,0,0,0,1
معك حق,1,0,0,0
معلم في حقيقه عمله هو مدرب يدرب طلاب على اكتساب المعرفه لا مجرد تلقيها,1,0,0,0
معلومه ممتازه,1,0,0,0
مفيش اجمل من ان الانسان يحافظ على كرامته,1,0,0,0
مفيش اكرم ولا ارحم من ربنا,1,0,0,0
مقاسك غير مناسب يا شريف مع نفسك,0,0,1,0
مقال رائع والله يهدي البنات يارب ويرجعهم للصواب,1,0,0,0
مقرف جدا هذا الشخص,0,0,1,0
ملاحظه الكبسه ما بتكهرب والله,0,0,1,0
ملحمه بالجامعه الاردنيه,1,0,0,0
ملعوب عليهم,0,0,1,0
ممرضه هايجه تمارس الجنس مع المريض,0,0,0,1
ممكن يكون احسن بالاخلاص,1,0,0,0
من اجل هذا تم قدوم ?? الف من الجيش الامريكي,0,0.1,0,0.9
من احبه الله حبب به خلقه,1,0,0,0
من اسرار النجاح المتواصل والثبات على القمه: العمل الدؤوب والانضباط بالمواعيد والاعمال والتفكير الايجابي,1,0,0,0
من المدرب مرورا بالمدافعين والوسط الى المهاجمين كلهم كانوا في اسوء حالاتهم,1,0,0,0
من الي ضاحك عليهم انو اصواتهم حلوه,0,0,1,0
"من اهم مشاكل التعليم الجامعي في الجامعات الرسميه الاردن، مشكله الاعداد حيث ان كل جامعه متجاوزه السقف الاستيعابي لها بالاف الطلاب",1,0,0,0
من اين لنا المياه لتبريد المفاعل النووي فهو يحتاج الى نصف مليون مترا مكعبا من المياه لتبريده سنويا على الاقل والقاصي والداني يعرف اننا في بلد يعاني من شحه المياه اما كعلوم معرفه بالعلوم النوويه الطاقه فانا احب ان يتعلمها المتعلمين في بلادنا بدءا من جدول مندلييف للعناصر مرورا العناصر المشعه نظريه اينشتاين للطاقه نظريات الفيزياء الكميه البحث في عمر البروتون النيوترينو والكواركات واللبتونات وال  النظائر المشعه تفتيت الذره اشعه جاما بيتا الفا الراديوم البلوتونيوم البروتونات كافه النظريات بما فيها انواع المفاعلات النوويه تجارب الامم فيها مثل اليابان المانيا روسيا فرنسا امريكا للعلم فقط انها علوم نظريا سهله بسيطه يستطيع فهمها حتى الانسان ذو الخلفيه الرغبه العلميه على جميع او على الاقل جزء من علمائنا ان يقرروا المسار الذي يجب ان نسلكه نسير فيه بهذا الخصوص بموازنه المخاطر المكاسب بعدها على اساس النتيجه الفائده الواضحه يتم الاعتماد لقرارهم ان كان سلبا ام ايجابا,1,0,0,0
من بغضه رب العالمين لن يحبه احد,1,0,0,0
من ترك شيئا لله عوضه الله خيرا منه,1,0,0,0
من ترك شيئا لله عوضه الله نورا وايمانا في قلبه,1,0,0,0
من توكل على الله يعانق قلبه النور الصفاء,1,0,0,0
من جد سوبر ابقار,0,0,1,0
من جد مجنون,0,0,1,0
من جد وجد و من سار على الدرب حصد,1,0,0,0
من دون التفاؤل ما في حياه,1,0,0,0
من رافق وافق,1,0,0,0
من زمان ما شفت مخلوقات فضائيه ,0,0,1,0
من ضحك عليك وحكالك صوتك حلو,0,0,1,0
من قلت الذوق هذه الافعال,0,0,1,0
من كانت له عزيمه لن يياس ومن بغي الاجر من الله ثابر  حياكم الله اخي مؤمن,1,0,0,0
من وين انجيب حرام عليكم,1,0,0,0
من يتقي الله يجعل له مخرجا,1,0,0,0
من يتوكل على الله فهو حسبه,1,0,0,0
من يستمتع برؤيه الناس في مواقف محرجه فهو سادي غير اصيل نفسه ضعيفه مريضه,1,0,0,0
من يوم شفتك حاطه صورتك غسلت يدي منك,0,0,1,0
منكو لله نحن لاقيين حق الخبز لحتى ترفعو البنزين صار الواحد يحب يخلص دراسه عشان ما يضل بلاردن لانو ما فيها اشي لا رواتب لا اشي جد بلد مش فقير بس كلو بوكل كلوالله ما بنلوم الحراميه هيك بلد,0,0.1,0,0.9
منيك ولك,0,0,1,0
مهزله التاريخ,0,0,1,0
مهزله ياعيب الشووم,0,0,1,0
مهو اصلا زي مشروع الباص السريع يلي استملكو عشانه شارع المحطه كامل ليسه بنسمع عنو ما شفنا,0,0,0,1
مهيه خربانه ان شاء الله يعملو مفاعل قرد بطلت تفرق,0,0.9,0,0.1
موضوع اكتر من رائع,1,0,0,0
مؤامره معروفه ضد الشرفاء في هذا البلد,0,0,0,1
مياعه وسئاله من عدوله والي معو,0,0,1,0
مين اللي ضاحك عليهم وقايل ان اصواتهم حلوه,0,0,1,0
مين بشار العاهه هاد الي بهدد  اي عند الجد والله للنساء والبنات تتطلعن قبل الرجال في هالحاله ونلعن ابو الساعه اللي طلعت بشار وغيره شو هالحكي  الاردن قوي بجيشه وقائده فعلا هززلت قال سوريا قال ولا النعامه او رقبه عاليه بدهها قص,0,1,0,0
مين معو دوا للصراصير جد لازمهم رش مبيد حشري للقضاء على هيك حالات متخلفه,0,0,0.5,0.5
مين هاي الي بصوره وئدامها كورس,1,0,0,0
ن مقابله جلاله الملك عبدالله مع قناه سي بي اس الاميركيه . يؤرقني تامين فرص الحياه الكريمه لشباب الاردن و لن نسمح للارهاب بالعبث في الاردن,1,0,0,0
نادرا ما بتصير لو انه الشعب بتطور وبيتعلم مع الوقت,1,0,0,0
نار جهنم تاخدو,0,0,0.5,0.5
ناس تبي تتمصخر ماتدري شلون,0,0,1,0
ناس عزيزه المعزه لهم غير فيهم صفات الصالحين العليه,1,0,0,0
ناس مطفره من الاخر,0,0,1,0
ناقص و كذاب وما في مصداقيه,0,0,1,0
نت عايش خارج البلد عموما ان كان نقاشك فرد عضلات مافيه داعي اكمل حواري معك ,0,0,1,0
نتفق معك في ان الرجال يعرفون بالحق ولا يعرف الحق بالرجال,1,0,0,0
نجدد قلبنا بالايمان مع بعض,1,0,0,0
نحن بنتهاوش مع الكتب,1,0,0,0
نحن في الاردن نشاطر اخواننا في السعوديه احزانهم بوفاه الامير  سعود الفيصل وزير الخارجيه السعودي السابق انا لله وانا اليه راجعون,1,0,0,0
نحن في زمن يهان فيه المرء ويكرم فيه الكلب,1,0,0,0
نحن ما بدنا اياه لانا ما منفهم المفاعل النووي فوق طاقتنا صعب علينا بكره بذكركم سالوا الباص السريع الثقه معدومه القمح فاسد المصفاه مش حسب المواصفات الخضار الفواكه مواد كيماويه شوارع مش مصانه حفر مطبات الخ الافضل استغلال الطاقه الشمسيه او الريح او الماء ليس هروب من التطور انما الابتعاد عن الفشل الاكيد عبر التجارب,0,0,0,1
نحن نحبك في الله ندعو لك بظهر الغيب,1,0,0,0
نحن نرفض المفاعل النووي,1,0,0,0
نرجو من الله ان يتقبل صلاتنا رغم ما تمر به بلدنا من ازمه صار الواحد خايف على نفسه مستعجل بصلاته انا كلما صليت اعتبرها صلاه مودع فيخشع قلبي تدمع عيناي,1,0,0,0
نسال الله العفو العافيه,1,0,0,0
نسال الله تعالى ان تكون بحق ارحنا بها يا بلال ليس ارحنا منه,1,0,0,0
نسعى بكل همه وجهد للحصول على مصادر طاقه رخيصه تعزز من اقتصاد الاردن كون الطاقه تشكل ربع موازنه الدوله,1,0,0,0
نسمات انتعاش الفجر رحمات يظفر بها اهل النور التام الذين توسعت صدورهم بانشراح جماعه الفجر حيويه صبح يتنفس منتشيا مرحبا بكل مبادر للخير,1,0,0,0
نسيانك صعب اكيد,1,0,0,0
نشاطر اخوتنا في الاردن احزانهم على الاغتيال الوحشي للطيار  معاذ_الكساسبه داعين الله ان يكون من الشهداء و ان يسكنه فسيح جناته ,1,0,0,0
"نظام اقتصاد الاردن فقط لا يتبع اي نظام اقتصادي موضوع، لا اشتراكي ولا راسمالي ولا اسلامي ولا مختلط.",0,0,0,1
نعم احسنت واجبه على كل مسلم وحق لكل مسلم فتح الله عليكم,1,0,0,0
نعم اردنا غير قابل للتلاعب بارواح ابناءه,1,0,0,0
نعم الاخ و الصديق اخلاقك تدرس,1,0,0,0
نعم الاخ وما اطيب قلبه,1,0,0,0
نعم الصديق الوفى,1,0,0,0
"نعم الله علي اكثر من ان احصيها الهدايه ، الصحه، سلامهالقلب، ذكاء العقل، صفاء المشاعر ، سلامهالحواس، حفظ الاحباب اللهم لك الحمد",1,0,0,0
نعم الوقت يمر بسرعه,1,0,0,0
نعم فى البدايه كلهم اروع من الروعه,1,0,0,0
نعم لنجعل حب الله هو الغايه وربنا يسامح كل تائب,1,0,0,0
نعم مصر عايزه راجل مش واحد وسخ بيقرف,0,0.5,0,0.5
نعم والحمد لله,1,0,0,0
نفسي اروح عمره واشوف الكعبه,1,0,0,0
نفسي افهم من وين جاي يا ابن الكلب,0,0,0.5,0.5
نفسي يوم اكل وانا مش مستعجله,1,0,0,0
نفع الله بك يا دكتور,1,0,0,0
نقطه النهايه وداعا,1,0,0,0
نهارك اسود,0,0,0,1
نهارك طيب مبروك,1,0,0,0
نهايه مواطن طفران,0,0,0,1
نيله تنيلكم من وين جايبين هالحثانه,0,0,0.5,0.5
هات ناس تفهم والمثل بحكي اسال مجرب ولا تسال خبيير,0,0,1,0
هاد برنامج وسوبر ستار بنامج شوف البريطان شو بعملو فعلن سوبر الهبل,0,0,1,0
هاد كلو كزب ياهبله والله,0,0,1,0
هادي الاخوه الصادقه,1,0,0,0
هاض بعرفو بس مقرف,0,0,1,0
هاض بني ادم حقير,0,0,0.5,0.5
هاكدا هو دين المحبه الصحيح بس للاسف الكثيرين يتبنوه حسب ما يشتهون,1,0,0,0
هالانسان مجنون لابس بدله رياضه وجاي يغني حتى لو صوتك زين اللبس عدل,0,0,1,0
هاي اخلاق خليلنا الحبيب,1,0,0,0
هاي نتيجه انه ينحط انسان في موقع مسؤوليه,1,0,0,0
هدا ماهو عقل هدا تخلوف,0,0,1,0
هذا الشخص هو انت يامصطفى,1,0,0,0
هذا اللى فالحين فيه العرب فقط الهبل التخلف,0,0,0.5,0.5
هذا اللي انت فالح فيه بس كيف تختار ضحاياك بالسرق جعل العاهه تصيبك ولاعاد تطيب منها ياولد الحرام,0,0,0.5,0.5
هذا اللي بالنص من لجنه الحكم مفكر نفسو وديع الصافي هو شقفه علاك,0,0,1,0
هذا انا واغني وانا بالحمام وانتوا بكرامه صوتي احلا من العاهات هذيل,0,0,1,0
هذا تشهير ملعون والدين المفروض ما يعرضونه,0,0,1,0
هذا سلامي يسبق البرق الطير فيه الحروف معطره بالتحيه,1,0,0,0
هذا صدق ولا مجنون ولا يستهبل وش القصه,0,0,1,0
هذا عدا عن عنصريتكم البغيضه وجلافتكم وعنجهيتكم الفارغه مع بقيه الشعوب,0,0,1,0
هذا لا يعني خلوها من الاشكال المصديه,0,0,1,0
هذا ليس مضحك بل مخزى يا للخزى العار,0,0,1,0
هذا معوق جنه جورج وسوف,0,0,1,0
هذا هو الحب الاصيل الوفي بكل معنى الوفاء,1,0,0,0
هذا هو الدين,1,0,0,0
هذا هو المهم,1,0,0,0
هذا واحد واطي ميمثل غير نفسه ,0,0,1,0
هذه البرامج اللي تخلف العاهات للفن الهابط فن اليومين هذا,0,0,1,0
هذه جزاء كل من يتطاول على رجال هذه الوطن العزيز,1,0,0,0
هذه رويدا عطيه يا الخبوول,0,0,1,0
هذه مشكله الذي يغني كثيرا في الحمام ويتصور انه اصبح مطرب,0,0,1,0
هذه من اقوال الرفيق المناضل,1,0,0,0
هذول مجانين اكيد ما بوافق مش هبله انا,0,0,1,0
هذول مخانيث,0,0,0.7,0.3
هذول مساجين ولا ايش,0,0,0.6,0.4
هع بدها بس تعلق التعليقات الزنخه,0,0,1,0
هع مش حلو,0,0,1,0
هكذا المسلمون,1,0,0,0
هل الثقه بالمشتركين الزياده لدرجه العمى او ان محيطهم يجاملهم بجمال صوتهم,0,0,1,0
هل تعلم ان المطر يتشكل اولا على هيئه بلورات ثلج داخل الغيوم يتحول الى قطرات ماء بعد ذوبانه هو في طريقه الى اليابسه,1,0,0,0
هل كلها صالحه للاستعمال ولا من اول استخدام تنفجر,0,0,0.1,0.9
هلا كففت عن قسوتك,1,0,0,0
هم اللي مصخرو انفسهم,0,0,1,0
هما بس الى بيسعوا للغناء ده طبعا غير الاشتغالات والافلام الهندى الى نحن شفنها,0,0,1,0
هنا نجد اصحاب السوء يحضرون بقوه لان ها هولاء لم يحظروالى بعد تشجيع من اناس حولهم,0,0,1,0
هههه انا من ناحيتي هاظ الانسان الي قاعد بلنص اقرف واحد,0,0,1,0
هو بن وسخه ادمان وبالذات لو متابع اخبار وحاجات يوميه,0,0,1,0
هو رحيم بكل شىء في الكون هو الخالق فلابد ان يرزق مخلوقاته,1,0,0,0
هو فى حد اساسا لسه بيتابع البت دي هاي عنجد بتقرف,0,0,1,0
هو نحن خلينا نخلص ام هالبرجين الللي صرلهم 16 سنه بعدين بنفكر نعمل نووي سلمي من الديسي,0,0,0,1
هو هذا اسلامك يا زاني,0,1,0,0
هؤلاء معوقين,0,0,1,0
هي عندها صوت قوي بس للاسف الحين مثل غيرها,0,0,1,0
هي فلسطين راحت من قليل يا ولاد المخنثه لعنه الله عليكم فظحتونا,0,1,0,0
هيك بدهم الخونه اتباع ايران الاخوان المفسدون,0,1,0,0
و اذا فادنا بشي رح يكون في خساره كبيره بالاخر,0,0,1,0
و الناس يدرون شو بقول عنهم في نفسي وهم يتكلمون ما يكلمني حدا نهائي,0,0,0,1
و الى اسماء الاسد كـــس اخـــت زوجـــك :,0,1,0,0
و بحب الناس الرايقه الي بتضحك على طول,1,0,0,0
و تربت على كتوفنا تشحننا بالتفاؤل ايضا صباحك اسعد,1,0,0,0
و ما من دابه في الارض لا طائر يطير بجناحيه الا على الله رزقه,1,0,0,0
و مفيش احلى من قضاء ربنا,1,0,0,0
و نرجو لك دوام الخير المحبه من الله من الناس,1,0,0,0
و هكذا جنت على نفسها براقش,1,0,0,0
و يرزقكم من حيث لا تعلمون,1,0,0,0
واثق من نفسه الحبيب,1,0,0,0
واحد هامل,0,0,1,0
واحد واطي,0,0,1,0
وادم علينا يارب نعمه الامن والامان وسائر بلاد المسلمين,1,0,0,0
واذكر ربك اذا نسيت وقل عسى ان يهدينى ربى لاقرب من هذا رشدا,1,0,0,0
واسال الله من اثواب رحمته سترا جميلا على الزلات مشتملا وان ييسر لي سعيا اكون به مستبشرا جذلا لا باسرا وجلا *,1,0,0,0
واضح جدا ان اغلب الناس هاي عندها مشاكل نفسيه,0,0,1,0
واطي وماجور وسافل ومنحط وكريه وغبي وسطحي وحقو قرش مصدي وبيسوى صرمايه,0,0,0.5,0.5
واعظمها امه سيدنا محمد,1,0,0,0
والحاجه الي انت بتحبها دي هي مش اكتر من حاجه زينها الشيطان واقنعك بحلاوتها بس هتندم بعدين,1,0,0,0
والشرهه على الاغبياء اللي معطينك لايك,0,0,1,0
والشكرلله والفضل لله على هذه النعمه التي انعم الله علينا بها وجعلنا من الماء كل شي حي,1,0,0,0
والغناء تجد لك ??? مليون وكلهم زباله,0,0,1,0
والله احلا شيء انه الواحد يهاجر او يشتغل حرامي عشان يقدر يعيش الله لا يوفق الي كان السبب الله حرام,0,0,0.2,0.8
والله الحياه كلها بتخزي بدونكم,1,0,0,0
والله الرساله دي جاتلي في وقتها قولت اكيد ربنا بعتهالي الحمد لله وخات القرار,1,0,0,0
والله الناس دي ما شايله هم ابدا علشان كده مسخرو نفسهم او كرامتهم راحت,0,0,1,0
والله الواحد بيدعي كثيرا ان ربنا يجعلنا في طريق مستقيم,1,0,0,0
والله انا خايف انو طخوا بعد هاي الصوره,0,0,0,1
والله انك فشلت العرب,0,0,1,0
والله انك ما زليه يا شيخ اكيد مدفوعله من تحت تحت,0,0,1,0
والله انك مسخره يا عجوز,0,0,1,0
والله انك مهزله,0,0,1,0
والله انكو ما بتخافوالله,0,0,1,0
والله انو مكب نفايات نوويه انا اشتغلت بالمفاعل موقعه بعلان بالسلط,0,0,1,0
والله انو نذل,0,0,1,0
والله اول واحد سمعته منهم احسب سماعتي خربا يا بطني من الضحك والله زاحفين,0,0,1,0
والله ايلى اختشه ماتوا,0,0,1,0
والله بذل نفسي مره اثنين خمسين عشان الغرام الحلال احلى لكن مين يحس يفهم يقدر,1,0,0,0
والله تحشيش من الاخر,0,0,1,0
والله ثقف نفسك ده بيقول كلام زى الفل,1,0,0,0
والله حرام الناس مش لاقيه توكل حتى ترفعو البنزين,0,0,0,1
والله حرام تكاليف زواج ومهر واخرتها طلاق بسبب شي تافهه,1,0,0,0
والله حرام والله موتوه لشعب الاردني من وين بدنا نجيب الكو من وين يا الله ارحمو من في الارض يرحمكم من في السماء الله حرام,0,0,0,1
والله حرام يعني ما يدرون انهم مصخره,0,0,1,0
والله حرق لاخوات الكلب,0,0,1,0
والله رفعتوا راسنا يا شباب الله يقويكم,1,0,0,0
والله شككني في البرنامج انه سوبر ستار او برنامج كوميدي,0,0,1,0
والله شوي وتجيني جلطه لما ماطلعت الاولى ذيك المره,0,0,1,0
والله شويه عبط الي بيغنو والحكام كمان,0,0,1,0
والله ظلموه لجنه الطراطير,0,0,1,0
والله عاهات,0,0,1,0
والله على بالي مجنون,0,0,1,0
والله عيب بهدلتو حالكم,0,0,1,0
والله قررات من دلواتى يا مصطفى بس انا عاز رايك فى حاجات كتير,1,0,0,0
والله كذب من سوبر ستار القذر هذا,0,0,1,0
والله لو انه فايز بعرب ايدول او من هل برامج الفارطه غير تلاقي اضعاف هذا العدد ياعمي شعب بحب السح اندح,0,0,1,0
والله لو طلبوا مين اللي عندو قلب قوي ??? متر للجري مايتقدم ولا حمار عربي,0,0,1,0
والله لو يجمعونهم على شاطئ البحر الميت ويخلونهم يصرخون على اليهود ولمده 30 ثانيه ليهربون لقبرص عن طريق البحر سباحه,0,0,0,1
والله ما في اشي مزعلني الا انه اسمه محمد,0,0,1,0
والله ما يحرر عزبت بنقاليه,0,0,1,0
والله مش طبيعي حرام الله غير تنتشر السرقه النهب خرب الامان النشور,0,0,1,0
والله مش عارفه شو بدنا نسوي نشحد مثلا,0,0,0,1
والله نحن مو ناقصنا وجع قلب بس ضايل علينا النووي و صحه البشر مش برضو خطيه المسؤولين ? خلص ما عاد في شي فارق والله عحب,0,0,0,1
والله نفسى بس الواحد بيجى عليه فترات ينسى يعمل ايه بجد,1,0,0,0
والله نوفي صح لسانك,1,0,0,0
والله هبل في هبل,0,0,1,0
والله هذا الى حصل معانا ومع ناس كثيره بدل حب الحرام بحب الحلال يبدل الله كيانك,1,0,0,0
والمصحف عاهات,0,0,1,0
والنعم والاخلاق والنعم والصداقه والنعم الاخوه,1,0,0,0
وان مدحتك بالقصائد ماوفيت,1,0,0,0
وانا 100% بس شكلها هاي مو مدرسه,0,0,1,0
وانا مع انو الطاقه الشمسيه هي البديل,1,0,0,0
وانا من الناس اللي فعلا محتاجين يحاسبوا نفسهم ويصلحو من نفسهم لاننا عارفين انه لا ملجا لنا الا لله,1,0,0,0
وانت اسكت لا تتحطم,0,0,1,0
واي ناس فاظيين صج عاهات,0,0,1,0
وبعدين تري مالقت دعم,0,0,1,0
وبكل تبلد اعترف لكم  باني اقل نساء الارض صبرا,1,0,0,0
وجعتو راسي,0,0,1,0
وجعلنا من الماء كل شيء حي,1,0,0,0
وجه الفطيره قبل تعيب الناس انظر الى حالك,0,0,1,0
وجه حسن وضحكه تفتح النفس وعيون خلابه,1,0,0,0
وجهك مش الك,0,0,1,0
ودي اكسر الابتوب على راسه,0,0,1,0
وذلك ليذوقوا ايران وسوريا وشيعتهم وبال امرهم,0,1,0,0
وربي عاهات مستعصيه,0,0,1,0
وربي كلبتي جات جلست عندي اول ما فتحت هالفيديو ويوم خلص التفت لها الا والاقيها نايمه,0,0,1,0
وزير التعليم العالي: لا زياده للدعم المالي للجامعات خلال السنوات الثلاث المقبله,1,0,0,0
وسبب برفعه ضغطك,0,0,1,0
وسدئيني انكووو كلاب,0,0,1,0
وش التخلف هذا,0,0,1,0
وش جابني هنا ثقيلين دم,0,0,1,0
وش فيك معصب خلاص بعطيك اللايك الي جاني خخخ,0,0,1,0
وش هالتحف والله مساكين ماكلين مقلب بقوه,0,0,1,0
وش يحسون فيه يع,0,0,1,0
وش يحسووون فيه ناس مهبل,0,0,1,0
"وعجلت اليك ربي لترضي : كن كالمطر، اذا اقبل استبشر الناس به واذا حط نفعهم ، واذا رحل ترك اثرا نافعا فيهم واذا غاب اشتاقوا اليه .",1,0,0,0
وعرض اختي انك لاسع يادمن عساس لو بدها تضرب من هسه خايفه منك,0,0,1,0
وعلي الله قصد السبيل,1,0,0,0
وقّـف قلبو لحسن الشافعي,1,0,0,0
وقعنا ولا ما وقعنا يللي بدهم يعملوه بيعملوه,0,0,0,1
ولا انا صورتي كذا اجي اهبال هوو,0,0,1,0
ولا بقلو بيضه,0,0,1,0
ولا تنسو تبسمك في وجه اخيك صدقه,1,0,0,0
ولا جورج في الزمنات بس حرام يفضحوهم,0,0,1,0
ولا خير في امرٍ كرهت ان يطّلع عليه الناس,1,0,0,0
ولا شكل ولا صوت منين جايبينهم هالكائنات الغريبه اه يا بطني بس,0,0,1,0
ولا مستحيل يطلع واحد يفشل نفسه كذا,0,0,1,0
ولاه امرك الوهابيين يكرعون الخمر والسديقي كرعا بالسر والعلن دون تطبيق الحدود عليهم,0,1,0,0
ولك تفيييه عليك,0,0,1,0
ولك واحد كندره,0,0,1,0
ولكن كيف ان المفاعل النووي غير مضر بالبيئه فهمني ؟؟,1,0,0,0
ولكوم ما نحن ميتين من دون هالوسطه,0,0,0,1
ولو هو انسان وعنده احاسيس ممكن من هالموقف اللي الكل يشوفه يتعقد هالانسان من حياته كلها,0,0,1,0
وماذا عن التفاؤل في يوم ربيعي جميل نحقق به الامال الطوال,1,0,0,0
ومن احسن قولاممن دعالي وعمل صالحاووقال انني من المسلمين ,1,0,0,0
ومن خسئ الشيعه اخوان القرده الخنازير,0,1,0,0
ومن منطلق المسؤوليه التاريخيه للهاشميين تجاه المقدسات ياتي اهتمام الهاشميين بالقدس ومقدساتها,1,0,0,0
ونشوف اغلى الاحبه في الروضه الرحيبه,1,0,0,0
ونعم بالله العلي العظيم ونعم بالله عزوجل,1,0,0,0
ونعم بالله من اختار قرب الله فما خاب ابدا الله على دى راحه وده شعور الحمد لل,1,0,0,0
وهابي تاج راسك يا اللي تاكل من وراك اذا في الوهابيه شئ مخالف لكتاب الله سنه نبيه اذكره لا تكون كالببغاء تردد خلف الناعقين لتثبت انك على الصراط انت في هوه الخراب طنت من طنوت سوريا,0,1,0,0
وهابي عفن ومكبوت تفكيرك محصور بين فخذيك فقط لاغير الجنه اللتي ستدخلها انت لا اريد دخولها  جهنم اشرفلي واهون علي من ان اكون مع احد الوهابين المنحطين لواطيي الاطفال,0,1,0,0
وهاد اللي بخبص حكي ملوش معنا ابن مين هاد,0,0,1,0
وهاي المضروبه جايخه على وين,0,0,1,0
وهذه من اكبر المشاكل التي تؤرق الشباب في هذه الايام,1,0,0,0
وياريت بتظبط الكذب ماوش رجلي,1,0,0,0
ويحطمو رؤوسهم بارجلهم,0,0,1,0
وين القناه التافه الى تعرض هذول المعاتيه صحيح نحن في انحطاط,0,0,1,0
وين الماء كل يوم الميه مقطوعه,0,0,1,0
وين بدهم يروحو يعني خالصه,0,0,1,0
يا اخوان انتبهوا الى انه اكثر المشتركين المايعين من لبنان او سوريا وهذا حالهم لان تركوا مله الاسلام وتبعوا الميوع مع الشيطان,0,0.5,0,0.5
يا اخوان نحن قرفنا,0,0,1,0
يا اخي اطلع في صورتك بالمرايه وشوف ادائك هوه اداء فني+صوت مناسب قبل لا تفضح حالك في هيك برامج تافهه,0,0,1,0
يا اخي وين ما تروح بالاردن تخطى مناطق الشخصيات المهمه بالبلد الباقي كله مكرهه صحيه,0,0,0,1
يا ارحم الراحمين يا الله,1,0,0,0
يا الله ارحم عبدك الفقير المسكين وجميع المسلمين والمسلمات,1,0,0,0
يا الله استجب دعائي يالله مادكيت بابك يوم ورحعتني خاليه الوفاض,1,0,0,0
يا الله عالمواساه يرحم ايام زمان,1,0,0,0
يا الله كلامك بلسم,1,0,0,0
يا الله ما احلاه من خبر والله فرحتوني,1,0,0,0
يا ترى الحكومه بدها تزيد دعم المواطن الي الله يكون في عونه,0,0,0,1
يا حبيبي هاي صار للرجال تنانير؟ تفي هيك رجاله,0,0,1,0
يا خساره عليكو يا شباب المستقبل,0,0,1,0
يا رب اجعلنا من الصالحين,1,0,0,0
يا رب ارزقنا الفرح والسعاده,1,0,0,0
يا رب اريد تجديد ايماني ساعدني,1,0,0,0
يا رب استجب دعائنا وانصر اهلنا في سوريا,1,0,0,0
يا رب اسعد قلبي و قرب لي الخير,1,0,0,0
يا رب اللهم اجعلنى خير مما يظنون اغفر لى ما لا يعلمون,1,0,0,0
"يا رب ان امسيت بحزن فاصبحني بفرح، و ان نمت على ضيق فايقظني على فرج و ان كنت بحاجه فلا تكلني الا لسواك",1,0,0,0
يا رب بناتنا شبابنا كلهم يستطيعوا العمل بهذه النصيحه يا ريتا كلنا نتذكر اننا كلنا دعاه للاسلام باخلاقيتنا الصفات الحسنه,1,0,0,0
يا رب خد بيدنا يا جبرنا يا جبار السموات والارض,1,0,0,0
يا رب رضينا امنا صدقنا فارضينا برضاك عنا اجبر كسر قلوبنا هون علينا,1,0,0,0
يا رب قويني علي نفسي يا رب تقبل منا الله,1,0,0,0
يا رب نستغفرك ونتوب اليك يا رب ما لنا سواك,1,0,0,0
يا رب يا خير الرازقين ارزق اهل سوريا جميع المسلمين النصر الثبات التقوى,1,0,0,0
يا رب يكرمنا باولادنا انا دائما بشجع ابني ان يكون كالجبل الذي لا تهزه الرياح العاتيه,1,0,0,0
يا ربي شو هالولد الله مجنون مبيستحييش متاكدين انو مغربي,0,0,1,0
يا ربي هذا مستحيل يكون كائن بشري,0,0,1,0
يا ريت لو يعملوا دورات قبل الزواج,1,0,0,0
يا ريتك ما كبرت,0,0,1,0
يا سلام على الوفاء اللي اتفقد في عصرنا ويا حسرتاه على الحب الذي بات مجرد كلمات,1,0,0,0
يا سلام ما احلى ان يواسي المسلم اخاه هذه هي اخلاق الاسلام ,1,0,0,0
يا سيدي هدول عاهات ولله يعني فيك تسحب عليهم قرض من البنك كونهم عاهات,0,0,1,0
يا طيب صباحك كل خيرات,1,0,0,0
يا طيبه الخير جينا يا طيبه بالروح افتدينا,1,0,0,0
يا ظالم الك يومك,0,0,0,1
يا عطاء يامنان يا اكرم الاكرمين,1,0,0,0
يا عني علي ذكرك شكرك حسن عبادتك,1,0,0,0
يا غبي كوادر الاخوان المسلمين في كل بقعه من هالارض,0,1,0,0
يا فضيحتك يا لبنان بهيك عالم اما هيدا سكت اني ولك دخيل الله خليك ساكت,0,0.5,0.5,0
يا لطيف الله يلطف فينا يصلحنا ظاهر باطن,1,0,0,0
يا لله ارحم احبتي و شافيهم وعافيهم واعف عنهم,1,0,0,0
يا مصلح القلوب اصلح احوالنا يا مسهـل يا رب,1,0,0,0
يا مقلب القلوب ثبت قلوبنا على الاسلام,1,0,0,0
يا مقلب القلوب والابصار ثبت قلبى على دينك,1,0,0,0
